,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
139,Machine Gun Kelly,forget me too (feat. Halsey),1VSuFS7PahCN3SWbOcQ98m,78,0.654,0.875,1,-4.845,1,0.0744,0.000417,0.0086,0.194,0.522,99.975,171621,4
140,Greg Sletteland,Let's Play (Deep House Dance Party Remix),4y3SXCuVXO8fj0BTSUzvy6,22,0.748,0.564,10,-12.203,0,0.0527,0.125,0.882,0.102,0.421,124.005,185799,4
141,Chris Stapleton,You Should Probably Leave,2UikqkwBv7aIvlixeVXHWt,75,0.602,0.477,9,-8.425,1,0.032,0.268,3.1e-05,0.173,0.552,183.89,213493,4
142,Greg Sletteland,Light It Up (Chill Electronic Music Remix),6qRpJ9vJlSppO07xPJPv8k,22,0.769,0.818,7,-9.66,1,0.0526,0.00012,0.888,0.153,0.49,124.006,193548,4
143,Lil Mosey,Blueberry Faygo,6wJYhPfqk3KGhHRG76WzOh,79,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,162547,4
144,Greg Sletteland,Follow Me (Chill Electronic Music Remix),6LlzRIPofOK1QDVQOomrpo,22,0.739,0.658,7,-11.04,1,0.0362,0.0349,0.852,0.111,0.344,124.033,216774,3
145,$uicideboy$,"...And to Those I Love, Thanks for Sticking Around",30QR0ndUdiiMQMA9g1PGCm,79,0.792,0.511,2,-6.876,1,0.0409,0.124,9.04e-05,0.14,0.111,113.983,168490,4
146,Greg Sletteland,Paradise Like Islands in the Sky (Deep House Dance Party Remix),56tHWxun34uJ4atMqfjUek,22,0.832,0.55,9,-10.166,1,0.171,0.00639,0.25,0.108,0.546,124.019,185806,4
147,AJR,Bang!,53BHUFdQphHiZUUG3nx9zn,73,0.74,0.516,1,-6.233,0,0.0507,0.0183,0.0,0.0558,0.698,139.918,170858,4
148,Greg Sletteland,The DJ Played My Favorite Song (Deep House Dance Party Remix),01JYQhAS2nLXSdwVlB3nM7,22,0.802,0.781,2,-12.706,1,0.0482,0.194,0.898,0.0971,0.961,123.995,232257,4
149,Bad Bunny,TE MUDASTE,5RubKOuDoPn5Kj5TLVxSxY,84,0.811,0.637,10,-4.835,0,0.0591,0.234,0.000572,0.118,0.471,92.025,130014,4
150,Greg Sletteland,Thinking About You (Chill Deep House Remix),20vk0FBPnnUXC4wjfMF9Zd,22,0.644,0.983,6,-9.058,0,0.0385,0.0573,0.913,0.0882,0.655,124.999,205724,4
151,Lil Baby,We Paid (feat. 42 Dugg),6gxKUmycQX7uyMwJcweFjp,76,0.926,0.542,1,-5.064,1,0.293,0.135,0.0,0.0877,0.564,135.14,181929,4
152,Greg Sletteland,All My Life (Chill Electronic Music Remix),3HFBPDn9PDxqjqLzaolPrw,22,0.648,0.774,7,-7.61,0,0.033,0.0868,0.41,0.309,0.732,127.977,240004,4
153,SAINt JHN,Roses - Imanbek Remix,0zLCBJZSiELJf02ucPP9wb,73,0.769,0.719,8,-5.472,1,0.0474,0.0143,0.00777,0.359,0.863,121.955,176867,4
154,Greg Sletteland,My Body Is so into You (Deep House Dance Party Remix),6wccYNxf7oQlLj3hhBbIno,22,0.615,0.921,10,-10.569,0,0.0403,0.000225,0.823,0.125,0.519,124.009,216774,4
155,Lil Nas X,HOLIDAY,6zFMeegAMYQo0mt8rXtrli,83,0.81,0.511,5,-6.924,0,0.164,0.12,0.0,0.0832,0.837,151.947,154998,4
156,Hammock,EveryWhen - Bonus Track,3v4HyLyywyXEVoLZd73cV1,26,0.12,0.479,9,-17.796,0,0.0644,0.919,0.94,0.142,0.0488,72.822,277199,3
157,G Herbo,PTSD,1C8ux1YWLMHCenYJFiIV4Z,77,0.883,0.808,1,-3.158,0,0.182,0.0313,0.0,0.207,0.806,119.01,232065,4
158,Al Stewart,Year of the Cat - 2020 Remaster,0BPl2z35ItKYbpvGjyh3mU,21,0.534,0.558,4,-10.613,0,0.0338,0.0148,0.00722,0.05,0.502,116.671,403067,4
159,WHOKILLEDXIX,spy?,0QsZ3W21xNvnUnUMbiAY4z,78,0.87,0.565,11,-5.356,0,0.0581,0.0631,0.0579,0.104,0.646,100.041,153922,4
160,Armin van Buuren,A State Of Trance Year Mix 2020 (Mixed) - Intro: What Is Out There?,32EepqLfVjRC1oLMlPhiAA,23,0.481,0.422,1,-14.111,1,0.127,0.00187,1.37e-06,0.58,0.411,77.08,151520,3
161,Chase Rice,Drinkin' Beer. Talkin' God. Amen. (feat. Florida Georgia Line),1UYfAU2bwgjaM5rIIPQleC,75,0.627,0.678,2,-4.691,1,0.0294,0.185,0.0,0.374,0.724,100.032,160839,4
162,Years & Years,Breathe,4VEByNkzYJ8rPVtaDQbiU9,24,0.746,0.486,10,-7.004,1,0.0344,0.222,1.38e-06,0.123,0.417,92.018,233228,4
163,Dua Lipa,Levitating,39LLxExYz6ewLAcYrzQQyP,86,0.695,0.884,6,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,103.014,203808,4
164,Leaving Laurel,sometimes it’s scary…but it’s still you and me - Mixed,0eZPeiMttWBveKreWHLjhI,27,0.748,0.787,6,-6.613,1,0.067,0.00419,0.81,0.159,0.112,124.012,379464,4
165,Brent Faiyaz,Dead Man Walking,5VlTQnZO89Ioku8ssdbqJk,77,0.505,0.267,9,-13.763,0,0.05,0.279,0.0,0.096,0.439,143.929,247080,4
166,NaCL,The Year is 2020,56AZBSiuNgykRJH96MLVKs,14,0.571,0.841,1,-7.616,1,0.0341,0.00041,0.639,0.106,0.249,115.996,227724,4
167,Riovaz,Prom Night,7KhJdiu4zbPlhlImRLIyDl,76,0.813,0.608,7,-9.918,1,0.169,0.355,8.56e-06,0.0963,0.0512,149.251,145899,4
168,Gareth Emery,Welcome To Your Life (Mixed) - Jeremy Vancaulart Remix,3SbAyi5iuMgv3OItVwwH22,29,0.603,0.859,7,-9.243,1,0.0949,0.00107,0.00132,0.263,0.191,129.837,51787,4
169,DJ Khaled,POPSTAR (feat. Drake),6EDO9iiTtwNv6waLwa1UUq,80,0.8,0.56,5,-4.818,0,0.261,0.057,0.0,0.134,0.45,163.071,200221,4
170,Above & Beyond,Blue Monday (Mixed),0xXps70H7LUN5So6Nrkfvq,29,0.554,0.92,0,-6.687,1,0.0326,1.16e-05,0.592,0.329,0.944,130.02,57187,4
171,Joel Corry,Head & Heart (feat. MNEK),6cx06DFPPHchuUAcTxznu9,88,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,166028,4
172,Prince,Can I Play With U? (feat. Miles Davis) - 2020 Remaster,1FhKyKVywVGk9xHHtZIILC,14,0.675,0.534,2,-11.078,1,0.054,0.132,0.000233,0.284,0.833,112.4,399539,4
173,Gunna,DOLLAZ ON MY HEAD (feat. Young Thug),3nS9a01VvXHQriLqJYwRqG,77,0.825,0.458,0,-7.47,1,0.0577,0.114,0.0,0.102,0.161,145.115,197760,4
174,Gareth Emery,Yesterday (Mixed),5i4RJyVoid4zsJvx5fuuRL,29,0.489,0.62,0,-8.614,0,0.0699,0.0287,1.33e-05,0.609,0.562,129.444,88840,4
175,Justin Bieber,Holy (feat. Chance The Rapper),5u1n1kITHCxxp8twBcZxWy,81,0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,0.372,86.919,212093,4
176,Maor Levi,One Love (Mixed),7zvzNcr3ZbTEaIBzwybD30,28,0.455,0.929,10,-7.907,0,0.0651,4.65e-06,0.368,0.574,0.234,128.266,103040,4
177,J Balvin,UN DIA (ONE DAY) (Feat. Tainy),0EhpEsp4L0oRGM0vmeaN5e,84,0.571,0.693,6,-8.234,0,0.0545,0.00536,0.0,0.173,0.393,168.169,232253,4
178,Steve Brian,Jupiter Boulevard (Mixed) - Taylor Torrence Remix,5cYN3eCrVvWlhZqs9NRPUD,29,0.479,0.876,5,-9.2,1,0.447,3.21e-05,2.41e-06,0.732,0.688,127.992,44858,4
179,Don Toliver,No Idea,7AzlLxHn24DxjgQX73F9fU,80,0.652,0.631,6,-5.718,0,0.0893,0.524,0.000579,0.165,0.35,127.998,154424,4
180,Shawn Mendes,There's Nothing Holdin' Me Back,3H2k1zO6ULPqtvOeGB3lf0,26,0.859,0.773,11,-5.008,0,0.0551,0.258,0.0,0.0775,0.968,121.979,200029,4
181,Ariana Grande,pov,3UoULw70kMsiVXxW0L3A33,80,0.487,0.534,0,-5.664,0,0.0555,0.36,0.0,0.1,0.173,131.798,201882,4
182,Armin van Buuren,Illusion (Mixed),3rDk8lYqrRpnU1PsgVZ7I0,29,0.552,0.809,0,-8.684,0,0.0335,0.00164,0.942,0.274,0.551,126.009,60947,4
183,Eyedress,Jealous,5KbTBSGUvgDg75gIVhUaAW,79,0.474,0.91,9,-10.431,0,0.0462,0.00498,0.859,0.476,0.745,93.01,122339,4
184,The Pissed Alpacas,"December 31, 2020: New Years Eve (Instrumental)",3U4Ty7DSkYNbVWt8PJdoGv,19,0.377,0.948,7,-7.884,1,0.0696,0.0112,0.957,0.345,0.227,114.995,97369,4
185,Doja Cat,Boss Bitch,78qd8dvwea0Gosb6Fe6j3k,82,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989,134240,4
186,Elysian,Beyond The Comfort Zone (Mixed),5LvfgyTDNtQG0vJaClqnku,28,0.521,0.902,7,-8.375,0,0.0812,0.00055,0.00809,0.658,0.349,129.995,75720,4
187,Pop Smoke,The Woo (feat. 50 Cent & Roddy Ricch),1H7KnK26kc1YyellpbINEn,80,0.49,0.618,1,-5.655,1,0.104,0.0221,3.77e-06,0.259,0.286,99.7,201600,4
188,Workout Music ,Dance Monkey (Remix),3pdMC0tmADHu6jsZh6v5BD,28,0.777,0.661,6,-8.186,0,0.054,0.00407,0.613,0.0643,0.885,128.015,262520,4
189,Ariana Grande,Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH,84,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,228482,3
190,015B,Random (Feat. Rolling Quartz),2BLp4lBE18icChRHFKV1uh,25,0.364,0.714,9,-5.168,1,0.0457,0.049,1.94e-05,0.349,0.193,170.053,275882,4
191,Machine Gun Kelly,bloody valentine,6mADjHs6FXdroPzEGW6KVJ,77,0.533,0.858,2,-4.212,1,0.0766,0.00021,0.0,0.148,0.506,160.057,205159,4
192,Super8 & Tab,Live For Tonight (Mixed),0csXeqgGVCYvWp6RTSjdRP,28,0.391,0.854,5,-7.668,1,0.0315,3.36e-06,0.912,0.226,0.624,125.976,45516,4
193,Pop Smoke,Got It On Me,25zlnOAzbVoOzIeXSvQFf1,78,0.688,0.647,2,-7.258,1,0.19,0.00815,1.65e-05,0.095,0.195,88.834,164580,4
194,Elysian,Water (Mixed),01IV32KUgfMLJisLLqBNAF,28,0.54,0.827,7,-9.886,0,0.0444,8.06e-05,0.176,0.736,0.567,130.008,59093,4
195,THE SCOTTS,THE SCOTTS,39Yp9wwQiSRIDOvrVg7mbk,80,0.716,0.537,0,-7.648,0,0.0514,0.233,0.0,0.157,0.28,129.979,165978,4
196,Armin van Buuren,"A State Of Trance (ASOT 1016) - A State Of Trance 2020 Year Mix Vinyl Contest Winners, Pt. 1",3fiQVrDtVpKjSPwuEI0cZJ,23,0.568,0.814,11,-7.891,0,0.268,0.0372,0.0,0.182,0.692,132.071,31080,3
197,CJ,Whoopty,5vGLcdRuSbUhD8ScwsGSdA,82,0.719,0.648,3,-7.6,0,0.125,0.2,0.0,0.127,0.66,140.201,123263,4
198,Alex Sonata & TheRio,Awakening (Mixed),6S7tShkCrPrXu8NfPzmWCZ,28,0.441,0.847,1,-8.563,0,0.0324,4.46e-06,0.82,0.302,0.377,126.548,60667,4
199,Wiz Khalifa,The Thrill,4wqzOaLxiCRy2Et8tRyNSX,79,0.817,0.775,10,-4.767,0,0.108,0.277,0.0,0.108,0.806,126.984,234334,4
200,3LAU,Tokyo (Mixed) - Fatum Remix,2p5JsppxcUKlsVX6UkycAt,28,0.599,0.934,2,-8.795,1,0.0685,0.000769,0.27,0.296,0.261,127.925,52533,4
201,Megan Thee Stallion,What’s New,3jRHehB5ulTMKfK5WaqDqc,75,0.934,0.873,1,-4.707,1,0.309,0.00488,0.0,0.0832,0.721,139.997,155090,4
202,Armin van Buuren,All On Me (Mixed),5JMp6MjsUcYz4Mp2avWIhA,27,0.449,0.902,5,-9.734,1,0.0885,0.00885,5.26e-06,0.172,0.387,127.603,45347,4
203,THE ANXIETY,Meet Me At Our Spot,07MDkzWARZaLEdKxo6yArG,77,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,162680,4
204,Solarstone,Seven Cities (Mixed) - Tom Staar Remix,264t4HJzvQkMhSYb9y9j2m,28,0.486,0.661,0,-9.004,1,0.033,0.0152,0.902,0.48,0.66,126.062,45707,4
205,Lil Uzi Vert,Myron,56uXDJRCuoS7abX3SkzHKQ,76,0.771,0.654,8,-6.976,0,0.298,0.055,0.0,0.214,0.573,155.047,224955,4
206,Assaf,Lost At Sea (Mixed),2Ognsk10gP8d9FLq0P4Yfv,28,0.548,0.872,2,-9.164,1,0.0715,7.42e-05,0.277,0.674,0.305,126.05,82907,4
207,Marshmello,Be Kind (with Halsey),3Z8FwOEN59mRMxDCtb8N0A,81,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,172762,4
208,Armin van Buuren,Punisher (Mixed),2PDMMyWwfYK6sKNyNjV9I7,28,0.473,0.896,7,-8.865,0,0.0396,0.0042,2.04e-05,0.741,0.855,126.002,34293,4
209,21 Savage,Mr. Right Now (feat. Drake),4Q34FP1AT7GEl9oLgNtiWj,75,0.647,0.667,5,-5.563,1,0.304,0.231,0.0,0.133,0.704,172.08,193839,4
210,Armin van Buuren,"A State Of Trance (ASOT 1016) - A State Of Trance 2020 Year Mix Vinyl Contest Winners, Pt. 2",3S1HKssAWW3Sx0TgIoyOkJ,23,0.723,0.697,1,-7.829,1,0.289,0.0538,0.0,0.372,0.886,135.455,32920,1
211,Penelope Scott,Rät,25z6kpmIwkCUqk2IORrJ5v,77,0.608,0.45,5,-13.291,0,0.248,0.322,0.000122,0.147,0.303,143.846,194165,4
212,Genix,Zuul (Mixed),07ygt0S6ZmrCkTkeryuZMo,28,0.415,0.966,7,-7.511,1,0.0519,5.75e-05,0.731,0.327,0.185,127.964,43120,4
213,The Kid LAROI,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",0DYNL4xbYWgNzppUamtyR4,77,0.721,0.632,5,-6.695,0,0.0358,0.0693,0.0,0.291,0.296,92.057,144860,4
214,Assaf,Lost Souls (Mixed) - AVIRA Remix,4uYyx2Vz7GKaSouXVTO33i,27,0.673,0.675,10,-8.794,0,0.0414,0.000198,0.782,0.118,0.0778,125.975,45733,4
215,Polo G,Go Stupid,4PklAHGXT5ityno3IA8SKd,75,0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034,165726,4
216,Scorz,Come To Life (Mixed),4xZLHEwMJHI7EmTUaIfFYI,28,0.682,0.823,0,-8.86,1,0.0613,0.00251,0.765,0.357,0.665,125.07,62040,4
217,The Strokes,The Adults Are Talking,5ruzrDWcT0vuJIOMW7gMnW,79,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,309053,4
218,Maryn,Dawn (Mixed),5PDi4cEm6L1fAadHXPcLNF,28,0.472,0.696,5,-7.507,1,0.0588,8.92e-05,0.0235,0.885,0.372,127.953,45013,4
219,CORPSE,E-GIRLS ARE RUINING MY LIFE!,7bCfHiRcfUjG0YVVNUL7Ve,77,0.614,0.937,1,-7.443,1,0.115,0.00161,0.00136,0.103,0.386,84.98,105176,4
220,Luke Bond,Walk Away (Mixed),5BXE7i3fePaWhb2AqyczFJ,28,0.615,0.821,3,-9.026,0,0.0522,0.0125,0.00187,0.4,0.414,129.004,96733,4
221,BTS,Life Goes On,249gnXrbfmV8NG6jTEMSwD,85,0.566,0.716,1,-5.733,1,0.0424,0.00691,0.0,0.37,0.45,81.068,207481,4
222,i_o,In My Head (Part II) [Mixed],25WmdbWnEBMpHwOR9Kgt0x,27,0.383,0.922,6,-9.563,1,0.042,8.01e-06,0.92,0.188,0.478,129.033,74427,4
223,Internet Money,"Lemonade (feat. Gunna, Don Toliver & NAV)",7hxHWCCAIIxFLCzvDgnQHX,80,0.8,0.658,1,-6.142,0,0.079,0.25,0.0,0.111,0.462,140.042,195429,4
224,ALPHA 9,Everywhere I Go (Mixed),0Qbl6El7iRVHhL8Hnr9gIS,27,0.552,0.89,0,-9.363,0,0.0425,8.24e-05,0.000144,0.506,0.276,128.004,75000,4
225,Jack Harlow,Tyler Herro,4DuUwzP4ALMqpquHU0ltAB,76,0.794,0.756,5,-7.16,0,0.136,0.11,0.0,0.247,0.775,123.066,156498,4
226,Armin van Buuren,Tarzan (Mixed),68MN1r0IVeLRXi65i5laM7,28,0.667,0.819,7,-8.906,1,0.12,0.0164,0.509,0.403,0.637,129.983,38813,4
227,Ariana Grande,motive (with Doja Cat),5GkQIP5mWPi4KZLLXeuFTT,80,0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.661,116.965,167990,4
228,BT,No Warning Lights (Mixed) - ALPHA 9 Remix,4AZM3eVkKsLJ0Oi0XdtWQI,27,0.483,0.903,7,-8.297,1,0.0728,0.00116,0.957,0.32,0.376,131.228,58493,4
229,King Von,Took Her To The O,7fEoXCZTZFosUFvFQg1BmW,75,0.82,0.592,1,-7.002,1,0.29,0.0149,4.71e-06,0.121,0.4,159.98,196180,4
230,AB6IX,CHANDELIER,2NQKN3x5Evk8xsOEqUBUjX,28,0.744,0.897,1,-4.378,1,0.121,0.0659,0.0,0.225,0.721,124.976,196759,4
231,ElyOtto,SugarCrash!,2ePtv8MlBO9nuuXABqAfEX,82,0.748,0.734,0,-6.499,1,0.124,0.524,1.15e-05,0.0975,0.368,97.753,80081,4
232,Alex Metric,Upswing - Mixed,6UtisDGlS9rFAXwNRIpRI8,25,0.726,0.909,11,-5.259,1,0.0483,0.548,0.667,0.145,0.711,121.01,317035,4
233,Yung Bleu,You’re Mines Still (feat. Drake),7E2C5rBLpCKwQlhJPVFBRS,76,0.575,0.609,5,-4.88,0,0.121,0.317,0.0,0.105,0.339,83.004,226220,4
234,Armin van Buuren,In And Out Of Love (Mixed) - ilan Bluestone & Maor Levi Remix,4OOlVuBsYMUSB6W1uTVkH8,27,0.654,0.786,1,-8.134,1,0.142,0.00184,0.0514,0.287,0.627,128.059,74987,4
235,Ozzy Osbourne,Crazy Train,7ACxUo21jtTHzy7ZEV56vU,77,0.454,0.913,9,-4.008,1,0.107,0.408,0.000271,0.248,0.521,137.688,293183,4
236,Omnia,Generation (Mixed),4ZRqvqByjnjabaHC4P1CJ8,27,0.503,0.891,10,-7.815,0,0.0341,4.98e-06,0.987,0.332,0.956,129.003,31653,4
237,Myke Towers,Bandido,1xK1Gg9SxG8fy2Ya373oqb,87,0.713,0.617,8,-4.637,1,0.0887,0.122,0.0,0.0962,0.682,168.021,232853,4
238,STANDERWICK,What About Us (Mixed),5KHiOrhY1VQJejYXVBAPCJ,27,0.437,0.971,5,-8.746,0,0.0691,1.2e-05,0.788,0.295,0.542,130.065,73360,4
239,Ava Max,My Head & My Heart,1KixkQVDUHggZMU9dUobgm,84,0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001,174760,4
240,Ten Years After,Are You Lonesome Tonight (Remastered 2020),4vbDf4gGabrP5bAoNuENJ7,20,0.368,0.639,1,-2.722,1,0.0279,0.023,0.00674,0.102,0.0756,170.725,238000,4
241,Jhay Cortez,CÓMO SE SIENTE - Remix,2tFwfmceQa1Y6nRPhYbEtC,81,0.807,0.606,3,-8.871,0,0.088,0.0946,0.0,0.119,0.304,92.988,227520,4
242,Armin van Buuren,Hollow (Mixed),6AegTL0xgC4hIIfoWFfYwY,27,0.701,0.739,7,-9.062,1,0.0664,0.000855,0.579,0.21,0.318,128.037,112507,4
243,Tory Lanez,Broke In A Minute,4xqIYGwwZTEem9U8A42SPF,76,0.929,0.7,0,-5.595,0,0.0906,0.144,0.0,0.349,0.802,120.009,132024,4
244,Andrew Rayel,Everything Everything (Mixed),3jyGg95jndX8h1ShL6ydaK,27,0.66,0.768,5,-8.205,0,0.0759,0.000159,0.595,0.284,0.296,128.06,89987,4
245,Ava Max,Kings & Queens,7a53HqqArd4b9NF4XAmlbI,83,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,162399,4
246,Armin van Buuren,Mask (Mixed),1Q5SYfHwo8zzlYAHHYMX6U,27,0.727,0.805,0,-8.132,1,0.129,0.00201,0.583,0.262,0.549,128.057,60013,4
247,Juice WRLD,Conversations,4K06PO78fW4mnBVenxGNob,76,0.747,0.622,11,-5.825,1,0.0838,0.176,0.0,0.151,0.57,159.93,181661,4
248,MaRLo,Say Hello (Mixed),1e2Moh5Z3gbHeVoE9hiNLf,27,0.503,0.726,11,-7.422,0,0.133,0.000705,0.0,0.727,0.461,129.937,103387,4
249,Pop Smoke,Element,57BGVV6wcyhbn3hsjlqEZB,78,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311,135747,5
250,PinocchioP,The Vocaloid Songs 10 Years Later,06YMPKuUvotChaFe8DC1lc,19,0.658,0.737,0,-5.028,1,0.0333,0.214,1.58e-05,0.0847,0.382,95.979,327000,4
251,The Kid LAROI,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),13EW51DKru044OJDJ9Bm8o,76,0.779,0.642,8,-6.321,0,0.116,0.0383,0.0,0.2,0.388,82.363,153147,4
252,Brad Mehldau,VIII. yearning,2JLAr5J7fP4IsRtx9cLkWN,20,0.601,0.0455,0,-21.653,1,0.109,0.996,0.949,0.0924,0.0826,73.657,211000,1
253,MEDUZA,Paradise (feat. Dermot Kennedy),6ft4hAq6yde8jPZY2i5zLr,86,0.632,0.595,8,-7.644,0,0.0401,0.0689,0.0,0.209,0.435,124.114,167903,4
254,Orjan Nilsen,Sankthansaften (Mixed),0YCmgRAZRjuuG58QfWozsQ,27,0.668,0.911,10,-8.997,0,0.151,0.177,0.815,0.435,0.238,128.001,59987,4
255,Lil Durk,3 Headed Goat (feat. Lil Baby & Polo G),2h4cmbyb6S7e8igDZIITJU,74,0.837,0.482,8,-8.608,0,0.365,0.268,0.0,0.0991,0.444,143.01,169532,4
256,Above & Beyond,Reverie (Mixed) - Above & Beyond Club Mix,480kTu57MGkhmbncAKyaYi,26,0.508,0.889,6,-7.483,1,0.0761,5.17e-05,0.0119,0.601,0.498,128.011,82493,4
257,Wilbur Soot,Your New Boyfriend,4vLBnQtece15fFhqWxZvJP,77,0.546,0.453,7,-13.04,1,0.121,0.382,3.9e-05,0.106,0.74,104.532,239667,4
258,October,Time To Love - 2020 Remastered,7zKG0StPF7Xg60fzq9cGZ6,21,0.259,0.182,6,-26.28,0,0.0456,0.979,0.932,0.0887,0.338,140.914,235590,4
259,Diplo,Heartless (feat. Morgan Wallen),3FU6urUVsgXa6RBuV2PdRk,73,0.765,0.556,11,-6.417,1,0.0512,0.275,0.0,0.0824,0.274,111.033,169227,4
260,Yotto,Another Riff For The Good Times - Mixed,0qvbTWuAHz8ZwqEGX6ONvF,26,0.752,0.771,10,-6.035,0,0.0505,0.0114,0.844,0.118,0.195,121.042,317168,4
261,Cole Swindell,Single Saturday Night,1irAliF0T8sLIOPJp6n7rU,73,0.623,0.79,7,-5.07,1,0.0473,0.118,0.0,0.226,0.694,81.949,187684,4
262,"Joseph Hellmesberger, Jr.",Gavotte,6vexgDtC2T4CK8xeAf4k6N,23,0.306,0.0832,9,-25.53,1,0.0396,0.966,0.802,0.1,0.257,140.997,293867,4
263,Blxst,Chosen (feat. Ty Dolla $ign),1dIWPXMX4kRHj6Dt2DStUQ,80,0.571,0.767,2,-5.16,1,0.287,0.336,0.0,0.0809,0.605,93.421,161684,4
264,ReOrder,After Tomorrow (Mixed),5HoChp62G52HrIb0LWoiQ3,27,0.615,0.926,1,-7.883,0,0.228,4.57e-05,0.353,0.49,0.191,129.93,36957,4
265,YNW Melly,Suicidal (Remix) [feat. Juice WRLD],4S2uhQE8L9V6p7rj7SiauJ,76,0.655,0.441,9,-5.245,0,0.0629,0.474,0.0,0.099,0.273,139.957,225857,4
266,Armin van Buuren,Need You Now (Mixed),6sEF9scI0D2LeEvuY0hGvR,25,0.574,0.944,10,-7.31,0,0.0555,3.05e-05,0.0562,0.707,0.728,129.89,44320,4
267,Jack Harlow,Already Best Friends (feat. Chris Brown),4RKJRRd4VJfZWiqQTYsleE,75,0.873,0.575,10,-7.284,0,0.0702,0.0891,0.0,0.108,0.872,103.005,197031,4
268,GXD,Sail (Mixed),2fNhqbI5wDYyqiHcYc0GZD,26,0.505,0.855,6,-8.162,0,0.29,0.000139,0.404,0.531,0.365,132.037,58173,4
269,Selena Gomez,Lose You To Love Me,4l0Mvzj72xxOpRrp6h8nHi,81,0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819,206459,4
270,Paul van Dyk,Covered In Gold (Mixed) - PvD Extended Club Mix,1QKGzdXiBhbJ1IjmZw7YXT,27,0.462,0.969,9,-7.781,1,0.0426,0.00043,0.449,0.115,0.255,134.782,70947,4
271,$NOT,GOSHA,0j8ppsOOawdPCJnSTcXgOy,76,0.847,0.448,0,-10.14,1,0.416,0.81,1.35e-05,0.325,0.488,79.975,120000,4
272,Rodg,Crossroads (Mixed),5jLjqxtK1M3HiXG6PnBj6M,26,0.562,0.865,1,-8.034,0,0.0553,0.000509,0.873,0.49,0.333,129.978,51707,4
273,DJ Scheme,E-ER (feat. Lil Yachty),4N7i6RfJXMWfkx9Zr6pzkJ,74,0.952,0.29,8,-11.459,1,0.428,0.074,0.0,0.107,0.394,130.083,163385,4
274,Above & Beyond,Diving Out Of Love (Mixed),2a7WAcMrobuByUvHwCAFDV,26,0.552,0.787,1,-8.504,0,0.0283,0.0211,0.596,0.522,0.799,132.009,65492,4
275,Bad Bunny,Safaera,2DEZmgHKAvm41k4J3R2E9Y,80,0.607,0.829,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172,295177,4
276,Whitesnake,Best Years - 2020 Remix,05ab5MZw1beOMcRH25St2W,21,0.273,0.995,4,-3.171,0,0.136,0.00107,0.00433,0.215,0.317,104.948,316159,3
277,Bad Bunny,Si Veo a Tu Mamá,41wtwzCZkXwpnakmwJ239F,80,0.9,0.603,2,-5.313,1,0.0646,0.402,4.81e-06,0.134,0.824,129.928,170972,4
278,Workout Music ,Bad Guy (Remix),5v7OrTvBQNhXQwVzi3oXpb,25,0.843,0.658,11,-7.072,0,0.0678,0.00456,0.73,0.0673,0.562,131.01,281253,4
279,Giveon,Like I Want You,6qBFSepqLCuh5tehehc1bd,76,0.678,0.355,10,-7.757,0,0.0627,0.759,7.06e-05,0.114,0.438,119.772,260776,3
280,Taylor Torrence,If We Say Goodbye (Mixed),50F61Gbser6ucNbmCYaC9b,26,0.631,0.831,11,-7.65,0,0.0415,0.0151,0.474,0.574,0.314,130.049,59030,4
281,Jawsh 685,Savage Love (Laxed - Siren Beat),1xQ6trAsedVPCdbtDAmk0c,83,0.767,0.481,0,-8.52,0,0.0803,0.234,0.0,0.269,0.761,150.076,171375,4
282,Armin van Buuren,Let The Music Guide You (ASOT 950 Anthem) [Mixed] - Beatsole Remix,5HluQkQ3fy3yXqoAvZFNcX,26,0.464,0.931,6,-8.677,0,0.274,0.00146,0.842,0.506,0.324,131.011,90093,4
