,artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
429,Al Stewart,Midas Shadow - 2020 Remaster,5CkvbGDenhRwGKiQv48N6R,15,0.732,0.478,2,-10.832,0,0.0368,0.28,0.00224,0.118,0.428,114.063,193093,4
430,Ashnikko,Daisy,0AUvWawuP0ibk4SQ3sIZjk,77,0.834,0.663,8,-6.143,1,0.133,0.235,0.0,0.372,0.774,121.876,146523,4
431,015B,I See You (Feat. Dongha),6PnQj3YpdE2fAMnRimr5NW,19,0.374,0.692,3,-4.3,1,0.0873,0.262,0.0,0.289,0.215,191.501,285040,3
432,Justin Bieber,Lonely (with benny blanco),4y4spB9m0Q6026KfkAvy9Q,81,0.631,0.239,11,-7.071,0,0.0398,0.864,0.0,0.116,0.0927,79.859,149297,4
433,The Cog is Dead,The Copper War (Remastered 2020),7xoePagHnUhBzux0k80yXK,13,0.704,0.835,3,-4.908,0,0.0361,0.00721,0.0,0.349,0.46,131.033,211357,4
434,Eric Church,Hell Of A View,1kBx9VGumfuvlfqdlAGorE,71,0.689,0.582,5,-6.778,1,0.0236,0.119,0.00464,0.101,0.883,99.021,175280,4
435,Workout Music ,Don't Start Now (Remix),1hvRlX91ePZGi8c5K4JdqL,22,0.781,0.754,0,-4.927,0,0.0904,0.00596,0.0667,0.0246,0.96,127.983,270000,4
436,Halsey,You should be sad,7lidXGPXPYLNThITAOTlkK,76,0.591,0.585,2,-6.35,1,0.0277,0.143,0.0,0.109,0.324,110.94,205473,4
437,Allen Watts,Skyline (Mixed),4H5sKoc66EzGdJ4LG1cx1f,21,0.384,0.996,6,-9.399,0,0.145,2.41e-06,0.984,0.309,0.455,137.996,48693,4
438,Megan Thee Stallion,Girls in the Hood,6WbTTAGKrQtCQvmc5BuYfh,72,0.821,0.863,6,-3.159,1,0.353,0.00824,0.0,0.0377,0.874,180.013,154324,4
439,Giuseppe Ottaviani,Till We Meet Again (Mixed),6ScyathLctdgNtqrHFpJ25,22,0.449,0.988,9,-9.433,1,0.0558,6.14e-05,0.909,0.0998,0.653,136.039,70613,4
440,Kid Cudi,Show Out (with Skepta & Pop Smoke),5CFJRZRq6sdKKtRwNPWbYv,76,0.619,0.589,1,-6.531,1,0.124,0.43,0.000392,0.378,0.158,143.896,174960,4
441,Graham Bell,The Sound Of Letting Go (Tribute To Yotam) [Mixed],0a2hPYweMJBKCByEHjZN94,22,0.531,0.751,8,-11.09,1,0.0623,0.00854,0.181,0.174,0.63,137.303,90653,4
442,Saweetie,Tap In,4Hpib09wXgD84w4uwTPnYD,74,0.954,0.696,10,-7.117,0,0.204,0.00576,0.000498,0.0754,0.432,100.036,139413,4
443,Al Stewart,Sand In Your Shoes - 2020 Remaster,21n38RcHzYhtIAaaYOXOxm,16,0.734,0.744,7,-7.572,1,0.0503,0.0569,0.0,0.21,0.721,120.015,185387,4
444,1nonly,Stay With Me,2WYs5LxOZfEyURXu7V0O1a,77,0.684,0.844,9,-7.649,1,0.335,0.302,0.0,0.374,0.335,126.677,141505,5
445,HALIENE,Walk Through Walls (Mixed) - Markus Schulz Remix,5Tuo7Zc8r8ITLMwKzTOmVu,22,0.385,0.972,1,-7.873,1,0.062,3.02e-06,0.249,0.254,0.723,136.012,84720,4
446,$NOT,Moon & Stars (feat. Maggie Lindemann),3oGbHF3Kdwf3AsRCbBjUxu,73,0.713,0.47,9,-8.698,1,0.0864,0.606,1.35e-05,0.306,0.0825,84.518,187587,4
447,Nicholas Gunn,Fallen (Mixed) - Richard Durand Remix,3dxWdu9XWJcK81XnU8m4CS,22,0.426,0.974,1,-9.134,1,0.0492,3.28e-05,0.921,0.324,0.644,138.004,104347,4
448,Maluma,Hawái - Remix,0GzuHFG4Ql6DoyxFRnIk3F,77,0.766,0.788,6,-3.128,0,0.312,0.105,5.81e-06,0.142,0.609,179.984,200482,4
449,Christy Moore,Black Is The Colour Of My True Love's Hair - Live In Dublin / Remastered 2020,1SYZYOjXCOuIo0wEwbtuX0,28,0.5,0.484,9,-12.862,0,0.0444,0.857,0.000316,0.705,0.238,113.261,245720,4
450,Jordan Davis,Almost Maybes,14JFKtBSqefxfMiKhq6JT8,71,0.582,0.868,11,-3.927,1,0.0522,0.146,0.0,0.103,0.555,90.105,179153,4
451,Kasper Koman,The Blind Navigator - Mixed,0L1vgwngUkU4OKvWDwKe2j,20,0.751,0.922,7,-8.146,1,0.039,0.123,0.853,0.13,0.604,122.051,314591,4
452,Briston Maroney,Freakin' Out On the Interstate,0awZwmlC6pxH65KTZpadmX,73,0.45,0.794,4,-5.015,1,0.0538,0.388,0.0,0.303,0.362,143.861,251906,4
453,Tinlicker,Blackbirds - Mixed,2RVCOhslHSOQRNXqcbbEHh,20,0.567,0.965,0,-5.247,1,0.0368,0.000621,0.923,0.0786,0.0384,122.994,343401,4
454,Carly Pearce,I Hope You’re Happy Now,0Al3wN3keprGTSgG8NBwjr,71,0.591,0.815,10,-4.725,1,0.0366,0.168,8.68e-06,0.142,0.306,118.024,198689,4
455,Ben Böhmer,Breathing - Boris Brejcha Remix (Mixed),6DtwPyMqylx1cdfvo3I2ET,19,0.828,0.796,11,-11.041,0,0.0505,0.0314,0.896,0.116,0.105,122.014,499625,4
456,The Kid LAROI,Diva (feat. Lil Tecca),7gVwgc8b3XnO87TpmXXFA5,74,0.686,0.703,6,-6.141,0,0.0606,0.00728,0.0,0.0946,0.457,144.902,172005,4
457,Jody Wisternoff,Nightwhisper - Mixed,1iBlKTBMVDAO7XA1yFCUXe,20,0.628,0.883,1,-5.887,1,0.0363,0.000975,0.932,0.27,0.143,120.221,367000,4
458,Kenny Chesney,Knowing You,2EEfUuBRZA4Ax1vYcluFS0,70,0.557,0.565,7,-6.12,1,0.026,0.229,3.9e-06,0.119,0.187,125.956,226267,3
459,Workout Music ,Memories (Remix),2TSUxzMC1BPOs85maWSQRn,21,0.841,0.915,11,-5.961,1,0.0649,0.0548,0.0159,0.0575,0.977,127.992,256440,4
460,Brent Faiyaz,Clouded,2J6OF7CkpdQGSfm1wdclqn,72,0.583,0.344,2,-8.765,1,0.0559,0.774,0.0,0.143,0.581,65.203,110129,3
461,Jorn Van Deynhoven,Waiting On The Other Side (Mixed) - Club Mix,37Cfvau7AJ3Aj7H3zsX6qo,22,0.447,0.995,1,-7.82,1,0.0832,0.000251,0.0233,0.601,0.274,138.998,105333,4
462,Jonas Brothers,What A Man Gotta Do,4wNIkl5XGiAACjFBlDWuSd,77,0.852,0.698,9,-7.206,1,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,180645,4
463,Ruben de Ronde,Wanderlust (Mixed) - Eugenio Tokarev Remix,6D7vBlmjLq1oMqSqqc43wp,21,0.444,0.962,1,-10.61,1,0.167,0.000129,0.0303,0.396,0.434,138.035,83480,4
464,Beyoncé,Savage Remix (feat. Beyoncé),5v4GgrXPMghOnBBLmveLac,74,0.822,0.743,10,-4.772,0,0.28,0.016,0.0,0.127,0.636,84.459,242001,4
465,Simon Patterson,Close My Eyes (Mixed),45urCkpNGy4NOMo3pswqUX,21,0.452,0.978,10,-9.935,0,0.0578,1.13e-05,0.929,0.38,0.978,137.993,41772,3
466,YoungBoy Never Broke Again,Kacey Talk,1SF8piqsZWn86DajVKih8F,71,0.877,0.607,10,-7.818,0,0.15,0.535,0.0,0.138,0.773,127.055,151249,4
467,Will Atkinson,Telescope (Mixed),0hWYf0EUwzEH9RY8sji6hr,21,0.302,0.997,1,-8.043,1,0.088,2.87e-06,0.89,0.398,0.534,137.979,41747,4
468,JAWNY,Honeypie,6FfLg6FFqhCsrFOaHIGkg0,78,0.74,0.688,5,-4.361,0,0.0916,0.061,0.0,0.138,0.935,115.035,135581,4
469,Philanthrope,Plants,34P0h72r5IebPGGH76blf3,16,0.662,0.324,11,-18.517,1,0.0645,0.312,0.864,0.108,0.0393,80.053,127000,4
470,Lil Tecca,Our Time,2WxUIiq06XXPYWl9YcRJnD,75,0.895,0.439,5,-12.142,0,0.319,0.199,0.0,0.0683,0.633,109.988,98413,4
471,Al Stewart,Flying Sorcery - 2020 Remaster,29jzOj8URja6Rz7N62bxVh,16,0.599,0.723,2,-8.963,1,0.0299,0.0642,7.12e-05,0.109,0.633,90.291,262947,4
472,Jack Harlow,Way Out (feat. Big Sean),6rLi6PyWXu1rPlShuIZpj6,73,0.945,0.582,11,-8.357,0,0.0719,0.114,0.0,0.103,0.907,108.025,168906,4
473,Marsh,Lailonie - Mixed,6Q3Wta6M7zqlnxDaFbm16h,20,0.73,0.953,2,-6.13,1,0.0441,0.0774,0.838,0.123,0.182,122.047,337563,4
474,Lil Uzi Vert,P2,3kW4z2pIj5VY5fLjBrMRL5,74,0.775,0.72,11,-5.353,0,0.193,0.0236,0.0,0.114,0.49,155.086,234627,4
475,Frost,Overtones - Mixed,4FB55vmdYfIrOrbbzlpgE4,20,0.67,0.878,1,-6.419,0,0.0423,0.143,0.683,0.155,0.393,122.877,281500,4
476,Eslabon Armado,Con Tus Besos,6WYB1odDfMPVMyp1QxFInT,76,0.681,0.664,6,-8.019,0,0.0353,0.335,0.0,0.0418,0.861,102.166,226821,3
477,TobyMac,21 Years,4dxTzRlAhUt8Fxvt0lKfyo,10,0.708,0.672,7,-7.212,1,0.0389,0.111,1.05e-06,0.138,0.253,101.011,243000,4
478,Taylor Swift,the 1,0Jlcvv8IykzHaSmj49uNW8,74,0.777,0.357,0,-6.942,1,0.0522,0.757,7.28e-06,0.108,0.172,139.883,210252,4
479,Helloween,Years - Remastered 2020,5T9T2XqAICzSHQmpidOthc,23,0.377,0.962,10,-7.63,1,0.105,1.47e-05,0.292,0.276,0.315,151.808,264507,4
480,Billie Eilish,my future,2ygvZOXrIeVL4xZmAWJT2C,77,0.444,0.309,8,-10.956,1,0.062,0.795,0.132,0.352,0.0875,104.745,208155,4
481,Bob Marley & The Wailers,"No Woman, No Cry - Live At Rainbow Theatre, London / 1977 / Remastered 2020",255t2dDBiw8jIVQILhMjew,17,0.484,0.577,0,-8.029,1,0.0368,0.198,9.09e-05,0.855,0.528,135.765,419418,4
482,Sech,Relación - Remix,35UUpTmrcFXNIVIN26ujXl,81,0.793,0.771,5,-3.417,1,0.0959,0.0337,1.51e-06,0.284,0.835,171.943,247308,4
483,Al Stewart,One Stage Before - 2020 Remaster,1eUxD0p1x4hThiVbgOtXwU,14,0.285,0.55,7,-9.122,0,0.0323,0.0904,0.000813,0.113,0.289,78.538,282067,4
484,Taylor Swift,champagne problems,0sY6ZUTh4yoctD8VIXz339,75,0.462,0.24,0,-12.077,1,0.0377,0.92,0.0,0.113,0.32,171.319,244000,4
485,Hard Men Working Hard,E-Girls get the Bullet,73wGdmRY1dPNWQx2YqpUeh,11,0.728,0.548,7,-8.901,1,0.195,0.207,0.0,0.0631,0.499,180.053,220667,4
486,iann dior,Sick and Tired (ft. Machine Gun Kelly and Travis Barker),0DILU9jjSTnCv1dcbUH3ib,73,0.748,0.492,11,-8.584,1,0.0498,0.151,0.0,0.146,0.483,145.097,144000,4
487,Florida Georgia Line,Lit This Year,2iKRHuowoeCtjsGe99ebdr,9,0.614,0.782,1,-4.925,1,0.0317,0.33,0.0,0.115,0.75,90.006,166024,4
488,Megan Thee Stallion,Savage,55CHeLEfn5iJ0IIkgaa4si,75,0.843,0.741,11,-5.609,1,0.334,0.0252,0.0,0.096,0.68,168.983,155497,4
489,Allen Watts,Another You (Mixed),04PsH83LNB46Oo33hzPvtv,21,0.447,0.999,8,-9.22,1,0.0674,0.00158,0.0104,0.53,0.459,137.95,111307,4
490,Koe Wetzel,Drunk Driving,3ERb3f5nGNwRcNLNoN3KRg,69,0.326,0.621,0,-5.621,1,0.0347,0.0803,0.0,0.127,0.368,119.977,238211,4
491,Giuseppe Ottaviani,Morpheus (Mixed),5nJ7YU7dQYiCHGHgqRrRUz,21,0.508,0.915,9,-9.098,0,0.0578,1.82e-05,0.824,0.253,0.59,138.051,41744,4
492,Thundercat,Funny Thing,1c5CllrZr45UBhWpIqM332,73,0.586,0.893,7,-8.772,1,0.439,0.827,0.642,0.212,0.65,140.023,116630,3
493,Chicane,Don't Give Up (Mixed) - Giuseppe Ottaviani Remix,3klyFzvCwEdRCtXdMU8Hjg,21,0.484,0.981,1,-8.855,1,0.0559,0.00186,0.0928,0.117,0.51,137.383,62813,4
494,Dua Lipa,Break My Heart,017PF4Q3l4DBUiWoXk4OWT,80,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,221820,4
495,Giuseppe Ottaviani,Only A Heartbeat Away (Mixed),27P3PBXUrWdTguESA9yytx,21,0.496,0.956,0,-8.11,0,0.109,1.79e-06,0.0882,0.386,0.69,138.473,36360,4
496,Juice WRLD,Tell Me U Luv Me (with Trippie Redd),5JAYDuLRkODlVt6dgoalKk,73,0.66,0.76,2,-5.726,1,0.0787,0.291,0.0,0.632,0.394,127.984,180129,4
497,The Cog is Dead,"Blood, Sweat and Tears (Remastered 2020)",4l2PsOfcoxznZYXR7QvnTc,12,0.566,0.764,9,-5.733,0,0.0345,0.0228,6.26e-06,0.0841,0.561,119.953,238916,3
498,Drake,Toosie Slide,127QTOFJsJQp5LbJbu3A1y,78,0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618,247059,4
499,Frequencerz,Stay Loud - Official Decibel outdoor 2020 Tribute,5wEFFkxdXINZEwoEgkhZ0k,34,0.29,0.831,8,-4.542,0,0.078,0.0113,0.0484,0.0943,0.116,159.965,291750,4
500,Juice WRLD,Bad Energy,7d94IqWX2UmSKMGUYSGFJG,73,0.654,0.452,7,-6.36,1,0.0439,0.17,0.0,0.114,0.532,138.034,186749,4
501,Aviino,London Love Letters,2WLAiZ1atVTqBgDNJq8aTi,12,0.789,0.333,6,-15.016,1,0.108,0.91,0.869,0.0881,0.517,82.925,176125,4
502,Luke Bryan,One Margarita,6NhS5LwYbJ6xD7BGvlWRJO,70,0.641,0.842,9,-4.872,1,0.0464,0.0969,0.0,0.169,0.738,89.997,193427,4
503,Al Stewart,Belsize Blues - [2020 Mix] [2020 Remaster],5rZEz0AIRMJTxTLuSKoV30,13,0.623,0.565,2,-10.667,1,0.0503,0.241,1.05e-06,0.21,0.726,90.05,208827,4
504,Megan Thee Stallion,Captain Hook,1E3VQQWFQAPJkXfYHjqWoI,72,0.863,0.633,10,-5.002,0,0.287,0.0118,0.0,0.285,0.545,163.991,176750,4
505,Durante,Days Pass - Mixed,0JXVfggFoPQNZpBg5duIJw,18,0.654,0.861,11,-7.255,0,0.0335,0.000361,0.862,0.116,0.208,122.013,354000,4
506,Justin Morales,Desde Morro,5u6lAvdS8mmHHTHQlC3TtN,75,0.79,0.688,2,-5.476,0,0.0319,0.0994,0.0,0.111,0.816,97.486,146840,3
507,Eli & Fur,Walk The Line - Mixed,3vTiEk2yLd5KowoqPyHulh,18,0.492,0.954,4,-4.585,0,0.0415,0.00467,0.395,0.309,0.327,123.402,237406,4
508,Coyote Theory,This Side of Paradise,79EkGysjP2dL5GdpeQjRxT,76,0.306,0.664,9,-6.07,1,0.0276,0.432,7.5e-06,0.135,0.321,158.283,242010,4
509,CRi,Stranger - Mixed,57mRYjtBCUVkMXidaUes2p,18,0.577,0.816,9,-7.563,1,0.0326,0.00814,0.899,0.202,0.447,119.313,216000,4
510,Juice WRLD,Up Up And Away,7pbg3ABlAZv2NiIdKbBBFm,72,0.661,0.665,4,-6.356,0,0.053,0.538,0.0,0.0981,0.486,75.059,147548,4
511,David Forbes,Splice (Mixed),50ZLhEMiYXIkqWuKU24hmg,21,0.4,0.933,7,-8.372,1,0.079,2.08e-05,0.00462,0.735,0.171,139.994,82307,4
512,Al Stewart,"If It Doesn't Come Naturally, Leave It - 2020 Remaster",4OEZFKaHIcNkObrzhWykUw,15,0.642,0.693,2,-8.193,1,0.0301,0.072,2.07e-05,0.0619,0.799,138.895,270680,4
513,Ronski Speed,Downfall (Mixed),5GvsLHMdRwwdkE1gw19eWN,21,0.385,0.952,11,-7.792,1,0.0421,4.82e-06,0.129,0.64,0.757,140.208,54880,4
514,Iamdoechii,Yucky Blucky Fruitcake,1j3SdMJfeRJXycCp50boYE,72,0.597,0.617,8,-7.482,0,0.282,0.463,0.0,0.66,0.889,97.923,275520,4
515,The Field Tapes,Through Trees,0metDT80ZWkezmprVEhtSU,13,0.578,0.354,2,-13.408,1,0.0305,0.635,0.87,0.0931,0.359,82.008,136993,4
516,Morgan Wallen,Still Goin Down,096YtKWNRXdmYKFLelSBto,69,0.58,0.751,7,-5.078,1,0.0267,0.49,0.0,0.277,0.718,148.108,186293,4
517,Dosem,Eternal Summer - Mixed,06Exp4RhjwExplyB05Hgs9,18,0.645,0.96,2,-3.801,1,0.0416,0.00176,0.828,0.542,0.0382,122.963,191375,4
518,Key Glock,Mr. Glock,1ipSpQfzBbhPFhYm6tfVIz,70,0.804,0.946,7,-5.949,1,0.352,0.002,0.0,0.359,0.745,150.141,146880,4
519,Qrion,B4 Montreal - TSHA Remix (Mixed),52Jfd9naoVkh8iQYPmfRzO,18,0.607,0.952,4,-5.385,0,0.0417,0.141,0.849,0.381,0.155,127.753,188000,4
520,Bankrol Hayden,Costa Rica (feat. The Kid LAROI) - Remix,3tdjTdCCgKtwacsICCtPZZ,74,0.89,0.53,9,-9.891,1,0.362,0.165,0.0,0.106,0.644,127.889,114865,4
521,The Cog is Dead,The Depths Below (Remastered 2020),0aaI5SaaLbNRpXgkmEiTz8,11,0.503,0.874,0,-4.4,0,0.0498,0.174,0.0,0.189,0.752,160.075,169430,4
522,Justin Bieber,Intentions,364dI1bYnvamSnBJ8JcNzN,76,0.811,0.553,9,-6.644,1,0.0552,0.317,0.0,0.105,0.86,148.014,212869,4
523,Qrion,It's All Over - Mixed,27d7BybysxFAkygrYYUozY,18,0.304,0.249,9,-16.396,0,0.0367,0.673,0.927,0.0948,0.0399,109.694,232792,4
524,Sam Hunt,Hard To Forget,10xuH52YSXHWFwCaF1fsDd,70,0.689,0.689,4,-5.517,1,0.045,0.23,0.0,0.57,0.664,130.069,204760,4
525,Saltwater,The Legacy (Mixed) - ReOrder Remix,11PeddJQPo4ER4yRyBc5Ow,20,0.453,0.998,1,-7.28,1,0.115,0.000159,0.959,0.119,0.433,136.057,42312,4
526,Lily Rose,Villain,6PXUv7YuTC2Ua1rowd9Uql,70,0.632,0.642,0,-7.957,1,0.0646,0.313,0.0,0.092,0.175,107.377,176088,4
527,Allen Watts,The Phuture (Mixed),2Nqf15P2TPMg8vSEFQwsb4,21,0.368,0.995,1,-9.071,1,0.104,7.66e-06,0.946,0.301,0.556,138.669,55440,4
528,Bad Bunny,HACIENDO QUE ME AMAS,26QApq0cuO9brJigr0C0W4,79,0.584,0.411,10,-7.147,0,0.0838,0.869,4.47e-05,0.0955,0.412,169.934,217769,4
529,Liam Wilson,At That Point In Time - Mixed,5pJGhSJ1xfVJ22eDNWdjhb,19,0.405,0.956,6,-9.464,1,0.045,0.000703,0.71,0.371,0.227,141.547,271134,4
530,Lil Baby,The Bigger Picture,44gRhRi2OhEf7moAUj6MD1,71,0.59,0.618,1,-5.756,1,0.334,0.0127,0.0,0.244,0.153,96.459,252729,3
531,meija,New Years 2020,6O8AI2tOKLKQ6C3Emm2KAL,7,0.591,0.323,0,-8.758,1,0.0423,0.268,0.0,0.292,0.384,75.0,187800,4
532,Sigala,Lasting Lover,0DmAvNCAK08oCi7miSZUIY,79,0.676,0.786,1,-4.529,1,0.0478,0.197,0.0,0.0943,0.483,125.983,218359,4
533,Dosem,Tower - Mixed,0UdlWWdaSehiYqLB3Ekg60,16,0.488,0.979,11,-6.734,0,0.0471,0.00931,0.918,0.126,0.505,123.686,155000,4
534,Khalid,Know Your Worth,0TrPqhAMoaKUFLR7iYDokf,77,0.79,0.694,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007,181436,4
535,Luttrell,Lucky Ones - Leaving Laurel Remix (Mixed),0Lc0sd0Dqhi1CfiTLTUcNS,18,0.315,0.413,7,-11.075,1,0.0381,0.77,0.961,0.161,0.412,64.935,251500,4
536,Lund,Broken,4W8sUeokQKfHt1uTXp0Jq0,74,0.83,0.583,0,-2.052,1,0.0412,0.0563,0.0005,0.109,0.146,134.0,200673,4
537,ALPHA 9,All That I Can - Mixed,3ZRZk4o9jSTiyXlREKF7Qx,13,0.483,0.993,9,-3.788,0,0.0378,0.0012,0.000679,0.898,0.706,126.002,228332,4
538,Justin Bieber,Intentions (feat. Quavo),4umIPjkehX1r7uhmGvXiSV,77,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,212867,4
539,Dj T.H.,Paradise (FYHYM2020),7K48LIjGTWQCFI0StfM6If,11,0.435,0.997,0,-5.471,1,0.129,1.25e-06,0.00064,0.765,0.0369,138.025,84250,4
540,Lil Baby,Emotionally Scarred,7ge7BHazYbVKi8qyZUX1Bm,72,0.585,0.641,6,-4.269,0,0.133,0.0286,0.0,0.316,0.266,88.284,197530,4
541,Tinlicker,Children (Year in Review 2020),07GL1YxvvKZLtVn3JYkLSz,17,0.565,0.855,6,-11.558,1,0.04,0.00629,0.812,0.116,0.0383,126.216,205407,4
542,Maddie & Tae,Die From A Broken Heart,3DA4SE262k6rdEtlHteNyq,70,0.596,0.522,9,-6.633,1,0.0358,0.373,0.0,0.291,0.443,76.042,188320,4
543,The Kid LAROI,SO DONE,5psEZhQu6lukjhavJo4AbC,75,0.719,0.598,9,-6.254,1,0.077,0.232,0.0,0.115,0.303,142.592,126521,4
544,Sleepy Fish,Backyard Puddles,3qM0FihhHgdzhIWAxavBJV,13,0.801,0.111,0,-14.481,1,0.0698,0.632,0.888,0.108,0.636,136.115,190920,4
545,Grupo Firme,Gracias - En Vivo,2XlGKZNMkRKvEJsbwQ6MCl,76,0.578,0.801,8,-4.665,1,0.071,0.171,0.0,0.651,0.706,114.12,235221,4
546,Sugi.wa,After Dark,7GROhdwyts8vjPdOnU10gT,13,0.581,0.256,0,-11.09,0,0.0291,0.798,0.886,0.0971,0.285,138.868,165755,3
547,Migos,Need It,6mtjo5kIHKlboGE84lf1FJ,72,0.852,0.745,11,-3.667,0,0.171,0.0313,0.0,0.0824,0.897,148.007,195681,4
548,Leavv,What Was Before,3E2PPVkf1cvEqaX7p5Qak2,13,0.723,0.245,9,-18.555,0,0.0829,0.155,0.903,0.662,0.268,138.027,154000,4
549,Swørn,Keep Going,5wxxsUijre15T715mScE7i,11,0.757,0.336,0,-10.648,0,0.088,0.786,0.94,0.108,0.0933,90.993,150337,4
550,Moneybagg Yo,Me Vs Me,1lUTmmPMAsxZBR2iK9CKDF,69,0.853,0.821,5,-4.537,0,0.209,0.205,0.0,0.209,0.625,130.999,183319,4
551,Jerro,Tunnel Vision - Mixed,4MDdJzvpaODejmxWSqBGKZ,17,0.443,0.783,8,-5.676,0,0.0593,0.56,0.49,0.0904,0.478,119.004,209500,4
552,RØNIN,ALL GIRLS ARE THE SAME,4xhWfr0tyA7BGL7eXo8KnV,77,0.785,0.343,9,-10.923,0,0.0862,0.593,0.0,0.103,0.468,118.065,121949,4
553,CRi,Never Really Get There - Mixed,7LGnCsigzFh09fNjO8yWAb,16,0.524,0.63,6,-9.134,1,0.0402,0.0441,0.278,0.0691,0.626,110.431,235000,3
554,Lil Baby,Sum 2 Prove,2u3EyuCqqV31woqGvO9LBz,71,0.823,0.552,4,-7.57,0,0.324,0.0174,0.0,0.122,0.418,124.038,205760,4
555,Sam Hunt,Body Like A Back Road,4kgaMzbdAgxWBglWt0xTR9,9,0.718,0.475,5,-7.073,1,0.0292,0.61,2.23e-06,0.115,0.602,98.966,164433,4
556,Junior H,Mente Positiva,3WQilym5Vi4ypxb70vx0eY,76,0.576,0.604,5,-7.558,0,0.047,0.27,0.0,0.176,0.734,99.746,192391,3
557,Mama Aiuto,All In Good Spirit,5ualKgiogCUft7EQt5mtNm,11,0.723,0.256,0,-14.808,1,0.0625,0.281,0.465,0.0919,0.328,166.149,110809,4
558,Olivia O'Brien,Josslyn,37ZKB38iNyKJ0xYEz9SJgk,72,0.425,0.743,11,-5.54,0,0.148,0.012,0.0,0.709,0.344,84.748,189125,4
559,Toonorth,Far From Home,02GnHEcLnYUg7zoo82MBqt,11,0.683,0.213,4,-18.401,0,0.0442,0.536,0.913,0.107,0.262,155.018,229161,3
560,Darius Rucker,Beers And Sunshine,36ISlLb12gKuCCVTYXC0gb,70,0.57,0.645,5,-5.816,1,0.0304,0.134,0.0,0.147,0.677,81.084,178279,4
561,Nymano,False Hope,4HZ8NCMWAY45EwzGaihqN5,13,0.757,0.261,9,-11.532,1,0.129,0.15,0.783,0.088,0.048,169.711,164000,4
562,Taylor Swift,august,3hUxzQpSfdDqwM3ZTFQY0K,74,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,261923,4
563,MXRGX,Fkn 2020,7gc9EjA4NxC6gnE73fW6xN,20,0.651,0.862,5,-4.246,1,0.0852,0.00406,0.000293,0.286,0.544,164.861,117091,4
564,MisterWives,SUPERBLOOM,2HvtedoEeymVWrBPyAMNwZ,72,0.558,0.889,8,-3.945,1,0.102,0.191,0.000387,0.328,0.716,170.102,213547,4
565,Junko Yagami,カメレオン - 2020 Remaster,2427yJkNe3fmr2PnTRWmxL,11,0.75,0.781,9,-7.794,0,0.0312,0.0234,0.0043,0.22,0.864,115.959,251000,4
566,Machine Gun Kelly,drunk face,3k0YJnqMKRZb8swo86vCkq,72,0.691,0.77,7,-4.578,0,0.0367,0.0282,0.0,0.497,0.344,90.024,143901,4
567,Ash,Orpheus - 2020 - Remaster,59002qbl9aAYFrQTOS94fs,14,0.442,0.934,11,-5.898,0,0.18,0.000305,0.0414,0.202,0.284,148.938,255613,4
568,KAROL G,BICHOTA,7vrJn5hDSXRmdXoR30KgF1,82,0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,178947,4
569,The Cog is Dead,Loverboy (Remastered 2020),7EjL6vahiFxgED3T1tg5Nh,9,0.697,0.817,11,-4.832,0,0.0443,0.0571,0.0,0.389,0.882,122.462,117081,4
570,Shawn Mendes,Wonder,5KCbr5ndeby4y4ggthdiAb,78,0.333,0.637,1,-4.904,0,0.0581,0.131,1.8e-05,0.149,0.132,139.898,172693,4
571,Armin van Buuren,In And Out Of Love - ilan Bluestone & Maor Levi Remix,2c07kosP5G3qP4vHhwoUMT,18,0.352,0.736,1,-4.781,1,0.13,0.0193,1.98e-05,0.36,0.102,129.987,263432,4
572,October,Cherry Blossom - 2020 Remastered,798mMFomXqcuVIvRKGSdhn,11,0.619,0.263,3,-21.671,1,0.0442,0.987,0.891,0.203,0.296,136.013,200336,4
573,Ed Sheeran,Afterglow,0E4Y1XIbs8GrAT1YqVy6dq,82,0.641,0.324,11,-5.851,1,0.0299,0.698,0.0,0.328,0.273,110.184,185487,4
574,David Bowie,"Seven Years In Tibet - Live at Radio City Music Hall New York, 15th October, 1997; 2020 Remaster",3KLU3rwnH7rdjuXgvGvubX,11,0.445,0.557,9,-9.957,0,0.0276,0.00338,0.0234,0.96,0.391,167.002,379720,4
575,The Weeknd,After Hours,2p8IUWQDrpjuFltbdgLOag,76,0.664,0.572,5,-6.099,0,0.0305,0.0811,0.00604,0.121,0.143,108.959,361027,4
576,Gregorian,20 Years,2vAzSKotniKx3FniCr37dj,14,0.544,0.559,2,-7.111,1,0.0279,0.287,0.0,0.328,0.175,110.051,248240,4
577,G-Eazy,Still Be Friends (feat. Tory Lanez & Tyga),0JjM9bKm4wrwohMslcm892,76,0.803,0.759,7,-4.692,0,0.0494,0.00509,0.0,0.0921,0.284,104.0,213308,4
